Town,County,Per capita income,Location,Lat,Lon
"East Carroll Township, Pennsylvania",Cambria County,"$15,100 ","East Carroll Township, Cambria County, Pennsylvania, USA",40.58584975,-78.68943678
"Lykens Township, Pennsylvania",Dauphin County,"$15,096 ","Lykens, Dauphin County, Pennsylvania, USA",40.5667527,-76.700522
"South New Castle, Pennsylvania",Lawrence County,"$15,095 ","South New Castle, Lawrence County, Pennsylvania, USA",40.9766532,-80.3486393
"Ambridge, Pennsylvania",Beaver County,"$15,089 ","Ambridge, Beaver County, Pennsylvania, USA",40.5892339,-80.22506
"Marion Township, Butler County, Pennsylvania",Butler County,"$15,089 ","Marion Township, Butler County, Pennsylvania, 16038, USA",41.13596175,-79.93197031
"Woodward, Pennsylvania",Centre County,"$15,089 ","Woodward, Haines township, Centre County, Pennsylvania, USA",40.8986822,-77.3560948
"Leroy Township, Pennsylvania",Bradford County,"$15,087 ","Leroy, Bradford County, Pennsylvania, 16926, USA",41.6759085,-76.7071752
"Highland Township, Elk County, Pennsylvania",Elk County,"$15,086 ","Highland Township, Elk County, Pennsylvania, USA",41.538978,-78.88610866
"Dunbar Township, Pennsylvania",Fayette County,"$15,083 ","Dunbar, Fayette County, Pennsylvania, USA",39.9778528,-79.6144835
"Windber, Pennsylvania",Somerset County,"$15,078 ","Windber, Somerset County, Pennsylvania, 15963, USA",40.2397986,-78.8350223
"Rockdale Township, Pennsylvania",Crawford County,"$15,071 ","Rockdale Township, Crawford County, Pennsylvania, USA",41.7924812,-79.96880784
"Bendersville, Pennsylvania",Adams County,"$15,066 ","Bendersville, Adams County, Pennsylvania, 17306, USA",39.9825926,-77.2494276
"Jenner Township, Pennsylvania",Somerset County,"$15,066 ","Jenner Township, Somerset County, Pennsylvania, USA",40.1811285,-79.05013677
"Orwell Township, Pennsylvania",Bradford County,"$15,055 ","Orwell, Bradford County, Pennsylvania, USA",41.8839637,-76.2771561
"Wilkes-Barre, Pennsylvania",Luzerne County,"$15,050 ","Wilkes-Barre, Luzerne County, Pennsylvania, USA",41.2464824,-75.8817316
"Knox Township, Jefferson County, Pennsylvania",Jefferson County,"$15,040 ","Knox Township, Jefferson County, Pennsylvania, 15847, USA",41.097337,-79.03695214
"Ashland, Pennsylvania",Schuylkill County,"$15,036 ","Ashland, Schuylkill County, Pennsylvania, USA",40.7817542,-76.3457825
"Dayton, Pennsylvania",Armstrong County,"$15,036 ","Dayton, Armstrong County, Pennsylvania, 16222, USA",40.8803431,-79.241983
"Glassport, Pennsylvania",Allegheny County,"$15,035 ","Glassport, Allegheny County, Pennsylvania, 15045, USA",40.3247918,-79.8922712
"Northampton Township, Somerset County, Pennsylvania",Somerset County,"$15,021 ","Northampton Township, Somerset County, Pennsylvania, 15538, USA",39.844892,-78.88624074
"East Providence Township, Pennsylvania",Bedford County,"$15,015 ","East Providence Township, Bedford County, Pennsylvania, 15533, United States of America",39.9946935,-78.25799629
"Oakland, Lawrence County, Pennsylvania",Lawrence County,"$15,015 ","Oakland, Union Township, Lawrence County, Pennsylvania, USA",40.9910108,-80.3679518
"South Creek Township, Pennsylvania",Allegheny County,"$15,015 ","Crescent Township, Allegheny County, Pennsylvania, 15046, USA",40.5563166,-80.2287497
"Canton Township, Bradford County, Pennsylvania",Bradford County,"$15,013 ","Canton, Bradford County, Pennsylvania, 17724, USA",41.656464,-76.8532927
"Summerhill, Pennsylvania",Cambria County,"$15,013 ","Summerhill, Cambria County, Pennsylvania, USA",40.3781296,-78.7605764
"Great Bend, Pennsylvania",Susquehanna County,"$15,009 ","Great Bend, Susquehanna County, Pennsylvania, 18821, USA",41.9717446,-75.7432423
"Burnside Township, Clearfield County, Pennsylvania",Clearfield County,"$15,005 ","Burnside Township, Clearfield County, Pennsylvania, 16692, USA",40.7896725,-78.75135121
"Portage Township, Cameron County, Pennsylvania",Cameron County,"$15,001 ","Portage Township, Cameron County, Pennsylvania, United States of America",41.5441045,-78.17847891
"Stoneboro, Pennsylvania",Mercer County,"$14,999 ","Stoneboro, Mercer County, Pennsylvania, 16153, USA",41.3392232,-80.1050604
"Summit Township, Butler County, Pennsylvania",Butler County,"$14,996 ","Summit Township, Butler County, Pennsylvania, 16039, USA",40.8456362,-79.82943903
"Herminie, Pennsylvania",Westmoreland County,"$14,988 ","Herminie, Sewickley Township, Westmoreland County, Pennsylvania, 15637, USA",40.263286,-79.71444808
"Sullivan Township, Pennsylvania",Elk County,"$14,986 ","Sullivan Run Road, Benezette Township, Elk County, Pennsylvania, USA",41.247768,-78.384595
"Dudley, Pennsylvania",Huntingdon County,"$14,984 ","Dudley, Huntingdon County, Pennsylvania, 16634, USA",40.2053576,-78.1813981
"Carmichaels, Pennsylvania",Greene County,"$14,979 ","Carmichaels, Greene County, Pennsylvania, USA",39.8967425,-79.9744992
"Kittanning Township, Pennsylvania",Armstrong County,"$14,979 ","Kittanning Township, Armstrong County, Pennsylvania, USA",40.75793475,-79.43857338
"Washington Township, Armstrong County, Pennsylvania",Armstrong County,"$14,977 ","Washington Township, Armstrong County, Pennsylvania, 16210, USA",40.94058965,-79.56148557
"Brandonville, Pennsylvania",Schuylkill County,"$14,973 ","Brandonville, East Union Township, Schuylkill County, Pennsylvania, USA",40.861258,-76.1709829
"Erie, Pennsylvania",Erie County,"$14,972 ","Erie, Erie County, Pennsylvania, USA",42.1294712,-80.0852695
"Allegheny Township, Somerset County, Pennsylvania",Somerset County,"$14,970 ","Allegheny Township, Somerset County, Pennsylvania, USA",39.963582,-78.80652282
"Greenville, Pennsylvania",Mercer County,"$14,969 ","Greenville, Mercer County, Pennsylvania, USA",41.404499,-80.3911785
"Addison, Pennsylvania",Somerset County,"$14,963 ","Addison, Somerset County, Pennsylvania, USA",39.7473003,-79.3392013
"Brooklyn Township, Pennsylvania",Susquehanna County,"$14,957 ","Brooklyn Township, Susquehanna County, Pennsylvania, 18813, USA",41.76519585,-75.80285937
"Clearfield Township, Butler County, Pennsylvania",Butler County,"$14,952 ","Clearfield Township, Butler County, Pennsylvania, USA",40.8505559,-79.73767039
"Newry, Pennsylvania",Blair County,"$14,949 ","Newry, Blair County, Pennsylvania, 16665, United States of America",40.3936845,-78.4355697
"Woodbury Township, Blair County, Pennsylvania",Blair County,"$14,946 ","Woodbury Township, Blair County, Pennsylvania, United States of America",40.4495,-78.20961899
"Osceola Mills, Pennsylvania",Clearfield County,"$14,932 ","Osceola Mills, Clearfield County, Pennsylvania, USA",40.8500581,-78.2705707
"Harmonsburg, Pennsylvania",Crawford County,"$14,930 ","Harmonsburg, Crawford County, Pennsylvania, 16422, USA",41.6608879,-80.3178414
"Cherry Valley, Pennsylvania",Butler County,"$14,915 ","Cherry Valley, Butler County, Pennsylvania, USA",41.1570056,-79.7989406
"Carbondale, Pennsylvania",Lackawanna County,"$14,914 ","Carbondale, Lackawanna County, Pennsylvania, 18407, USA",41.5736935,-75.5018508
"Beaver Township, Crawford County, Pennsylvania",Crawford County,"$14,913 ","Beaver Township, Crawford County, Pennsylvania, USA",41.80852435,-80.46349539
"Cherryhill Township, Pennsylvania",Indiana County,"$14,910 ","Cherryhill Township, Indiana County, Pennsylvania, USA",40.643769,-79.00086153
"East Stroudsburg, Pennsylvania",Monroe County,"$14,909 ","East Stroudsburg, Monroe County, Pennsylvania, 18301, USA",40.9995386,-75.1812913
"Fairview Township, Mercer County, Pennsylvania",Mercer County,"$14,909 ","Fairview Township, Mercer County, Pennsylvania, USA",41.336926,-80.22103396
"Whiteley Township, Pennsylvania",Greene County,"$14,906 ","Whiteley Township, Greene County, Pennsylvania, USA",39.82762965,-80.1266734
"Hampton, Pennsylvania",Adams County,"$14,901 ","Hampton, Adams County, Pennsylvania, USA",39.9295406,-77.0583135
"Hydetown, Pennsylvania",Crawford County,"$14,891 ","Hydetown, Crawford County, Pennsylvania, 16328, USA",41.6525587,-79.7269972
"Burrell Township, Armstrong County, Pennsylvania",Armstrong County,"$14,888 ","Burrell Township, Armstrong County, Pennsylvania, USA",40.6645591,-79.46310236
"West Finley Township, Pennsylvania",Washington County,"$14,888 ","West Finley Township, Washington County, Pennsylvania, 15377, USA",40.021491,-80.47355032
"Shickshinny, Pennsylvania",Luzerne County,"$14,880 ","Shickshinny, Luzerne County, Pennsylvania, USA",41.1531388,-76.1502078
"Norwich Township, Pennsylvania",McKean County,"$14,879 ","Norwich Township, McKean County, Pennsylvania, 16724, USA",41.689716,-78.37268461
"Bradford Township, Clearfield County, Pennsylvania",Clearfield County,"$14,877 ","Bradford Township, Clearfield County, Pennsylvania, USA",41.02336775,-78.32378972
"Washington Township, Indiana County, Pennsylvania",Indiana County,"$14,870 ","Washington Township, Indiana County, Pennsylvania, USA",40.7130475,-79.21725546
"Franklin Township, Susquehanna County, Pennsylvania",Susquehanna County,"$14,866 ","Franklin, Oakland, Susquehanna County, Pennsylvania, 18847, USA",41.9528495,-75.6061999
"Lehighton, Pennsylvania",Carbon County,"$14,861 ","Lehighton, Carbon County, Pennsylvania, USA",40.8339907,-75.7135568
"West Fallowfield Township, Crawford County, Pennsylvania",Crawford County,"$14,860 ","West Fallowfield Township, Crawford County, Pennsylvania, 16110, USA",41.5402491,-80.38160156
"Mount Carmel, Pennsylvania",Northumberland County,"$14,858 ","Mount Carmel, Northumberland County, Pennsylvania, 17851, USA",40.7968393,-76.4131097
"Rush Township, Susquehanna County, Pennsylvania",Susquehanna County,"$14,853 ","Rush, Susquehanna County, Pennsylvania, USA",41.7834087,-76.0463137
"Delano Township, Pennsylvania",Schuylkill County,"$14,851 ","Delano Township, Schuylkill County, Pennsylvania, 18220, USA",40.84850925,-76.07342371
"Portage Township, Cambria County, Pennsylvania",Cambria County,"$14,846 ","Portage Township, Cambria County, Pennsylvania, United States of America",40.380989,-78.62928203
"Little Mahanoy Township, Pennsylvania",Schuylkill County,"$14,844 ","Mahanoy Township, Schuylkill County, Pennsylvania, 17932, USA",40.8215964,-76.13312354
"Milford Township, Somerset County, Pennsylvania",Somerset County,"$14,836 ","Milford Township, Somerset County, Pennsylvania, 15557, USA",39.951134,-79.16027832
"Timblin, Pennsylvania",Jefferson County,"$14,831 ","Timblin, Jefferson County, Pennsylvania, USA",40.9664544,-79.1980934
"Wattsburg, Pennsylvania",Erie County,"$14,830 ","Wattsburg, Erie County, Pennsylvania, USA",42.0036652,-79.8108844
"Curwensville, Pennsylvania",Clearfield County,"$14,829 ","Curwensville, Clearfield County, Pennsylvania, USA",40.9756137,-78.5250243
"Spring Township, Crawford County, Pennsylvania",Crawford County,"$14,821 ","Spring Township, Crawford County, Pennsylvania, 16435, USA",41.8031114,-80.31393141
"Washington, Pennsylvania",Washington County,"$14,818 ","Washington County, Pennsylvania, USA",40.1943798,-80.2541251
"Shippensburg, Pennsylvania",Cumberland County,"$14,816 ","Shippensburg, Cumberland County, Pennsylvania, 17257, USA",40.0562262,-77.5139074
"Cromwell Township, Pennsylvania",Monroe County,"$14,806 ","Cromwell Road, Hamilton Township, Monroe County, Pennsylvania, 18360, USA",40.9895459,-75.2880735
"Springfield Township, Bradford County, Pennsylvania",Bradford County,"$14,804 ","Springfield, Bradford County, Pennsylvania, 16914, USA",41.8492411,-76.7457872
"Le Raysville, Pennsylvania",Bradford County,"$14,802 ","Le Raysville, Bradford County, Pennsylvania, USA",41.8386862,-76.1802078
"Punxsutawney, Pennsylvania",Jefferson County,"$14,802 ","Punxsutawney, Jefferson County, Pennsylvania, 15767, USA",40.9436303,-78.971078
"Tuscarora Township, Bradford County, Pennsylvania",Bradford County,"$14,798 ","Tuscarora Street, Sayre, Bradford County, Pennsylvania, 18840, USA",41.992481,-76.5270612
"Beaver Springs, Pennsylvania",Snyder County,"$14,796 ","Beaver Springs, Snyder County, Pennsylvania, USA",40.7461901,-77.2094311
"Ararat Township, Pennsylvania",Susquehanna County,"$14,793 ","Ararat Township, Susquehanna County, Pennsylvania, 18465, USA",41.80335215,-75.51648932
"Scott Township, Wayne County, Pennsylvania",Wayne County,"$14,793 ","Scott Township, Wayne County, Pennsylvania, USA",41.95173015,-75.41145739
"Claysville, Pennsylvania",Washington County,"$14,785 ","Claysville, Washington County, Pennsylvania, USA",40.1178504,-80.4103439
"Dixonville, Pennsylvania",Indiana County,"$14,785 ","Dixonville, Indiana County, Pennsylvania, 15734, United States of America",40.712501,-79.007761
"Gilberton, Pennsylvania",Schuylkill County,"$14,785 ","Gilberton, Schuylkill County, Pennsylvania, USA",40.7995327,-76.2124415
"Pitcairn, Pennsylvania",Allegheny County,"$14,785 ","Pitcairn, Allegheny County, Pennsylvania, 15140, USA",40.4031245,-79.778102
"Broad Top Township, Pennsylvania",Bedford County,"$14,781 ","Broad Top Township, Bedford County, Pennsylvania, USA",40.136197,-78.20739534
"Lewis Township, Lycoming County, Pennsylvania",Lycoming County,"$14,780 ","Lewis Township Elementary School, Lycoming Creek Road, Trout Run, Lycoming County, Pennsylvania, 17771, USA",41.383965,-77.0566354
"Jeddo, Pennsylvania",Luzerne County,"$14,776 ","Jeddo, Luzerne County, Pennsylvania, USA",40.9956401,-75.8963099
"Donegal Township, Westmoreland County, Pennsylvania",Westmoreland County,"$14,764 ","Donegal Township, Westmoreland County, Pennsylvania, USA",40.1230495,-79.33843352
"Keating Township, McKean County, Pennsylvania",McKean County,"$14,764 ","Keating Township, McKean County, Pennsylvania, USA",41.824175,-78.48837274
"Richland Township, Clarion County, Pennsylvania",Clarion County,"$14,764 ","Richland Township, Clarion County, Pennsylvania, 16058, USA",41.15806005,-79.62830059
"Harrison City, Pennsylvania",Westmoreland County,"$14,759 ","Harrison City, Penn Township, Westmoreland County, Pennsylvania, 16536, USA",40.3551215,-79.64993954
"Mahanoy Township, Pennsylvania",Schuylkill County,"$14,755 ","Mahanoy Township, Schuylkill County, Pennsylvania, 17932, USA",40.8215964,-76.13312354
"East Uniontown, Pennsylvania",Fayette County,"$14,751 ","East Uniontown, Evans, Fayette County, Pennsylvania, United States of America",39.8997981,-79.697821
"South Renovo, Pennsylvania",Clinton County,"$14,751 ","South Renovo, Clinton County, Pennsylvania, USA",41.3231225,-77.7483201
"Pulaski Township, Beaver County, Pennsylvania",Beaver County,"$14,742 ","Pulaski Township, Beaver County, Pennsylvania, USA",40.730385,-80.29657745
"Lebanon Township, Pennsylvania",Wayne County,"$14,741 ","Lebanon Township, Wayne County, Pennsylvania, USA",41.7366465,-75.26357024
"Daisytown, Pennsylvania",Cambria County,"$14,736 ","Daisytown, Cambria County, Pennsylvania, USA",40.319241,-78.900858
"Lewistown, Pennsylvania",Mifflin County,"$14,733 ","Lewistown, Mifflin County, Pennsylvania, 17044, USA",40.5992395,-77.571382
"New Milford, Pennsylvania",Susquehanna County,"$14,733 ","New Milford, Susquehanna County, Pennsylvania, USA",41.8725781,-75.7271318
"South Bend Township, Pennsylvania",Armstrong County,"$14,728 ","South Bend Township, Armstrong County, Pennsylvania, USA",40.635645,-79.39146605
"McAdoo, Pennsylvania",Schuylkill County,"$14,723 ","McAdoo, Schuylkill County, Pennsylvania, 18237, USA",40.9021528,-75.993707
"Newtown, Schuylkill County, Pennsylvania",Schuylkill County,"$14,722 ","Newtown, Reilly Township, Schuylkill County, Pennsylvania, USA",40.6506446,-76.3480297
"Wall, Pennsylvania",Allegheny County,"$14,720 ","Wall, Allegheny County, Pennsylvania, 15148, USA",40.3936801,-79.7861577
"New Castle Township, Pennsylvania",Schuylkill County,"$14,716 ","New Castle Township, Schuylkill County, Pennsylvania, USA",40.74365605,-76.2249285
"Hartleton, Pennsylvania",Union County,"$14,714 ","Hartleton, Union County, Pennsylvania, 17829, USA",40.9006335,-77.1560861
"President Township, Pennsylvania",Venango County,"$14,713 ","President Township, Venango County, Pennsylvania, USA",41.457926,-79.56673635
"Williamsport, Pennsylvania",Lycoming County,"$14,707 ","Williamsport, Lycoming County, Pennsylvania, 17701, USA",41.2493292,-77.0027671
"St. Petersburg, Pennsylvania",Clarion County,"$14,703 ","St. Petersburg, Clarion County, Pennsylvania, 16054, USA",41.1617284,-79.6528265
"Tremont, Pennsylvania",Schuylkill County,"$14,698 ","Tremont, Schuylkill County, Pennsylvania, 17981, USA",40.6284222,-76.3871768
"Oil Creek Township, Pennsylvania",Crawford County,"$14,696 ","Oil Creek Township, Crawford County, Pennsylvania, USA",41.65464145,-79.66054856
"Boggs Township, Clearfield County, Pennsylvania",Clearfield County,"$14,694 ","Boggs Township, Clearfield County, Pennsylvania, 16878, USA",40.9549725,-78.36415328
"Paint Township, Somerset County, Pennsylvania",Somerset County,"$14,694 ","Paint Township, Somerset County, Pennsylvania, 15953, USA",40.2001285,-78.85547872
"Lake Township, Mercer County, Pennsylvania",Mercer County,"$14,690 ","Lake Township, Mercer County, Pennsylvania, USA",41.3381635,-80.15382449
"Little Beaver Township, Pennsylvania",Lawrence County,"$14,689 ","Little Beaver Township, Lawrence County, Pennsylvania, 16120, USA",40.883568,-80.46404914
"Banks Township, Indiana County, Pennsylvania",Indiana County,"$14,687 ","Banks Township, Indiana County, Pennsylvania, USA",40.8596745,-78.85493409
"West Elizabeth, Pennsylvania",Allegheny County,"$14,687 ","West Elizabeth, Allegheny County, Pennsylvania, 15088, USA",40.2709033,-79.8992153
"Pittston, Pennsylvania",Luzerne County,"$14,686 ","Pittston, Luzerne County, Pennsylvania, USA",41.3259134,-75.7893604
"Martinsburg, Pennsylvania",Blair County,"$14,678 ","Martinsburg, Blair County, Pennsylvania, United States of America",40.3111875,-78.3241796
"Youngstown, Pennsylvania",Westmoreland County,"$14,677 ","Youngstown, Westmoreland County, Pennsylvania, 15696, USA",40.2797927,-79.3655913
"East Finley Township, Pennsylvania",Washington County,"$14,675 ","East Finley Township, Washington County, Pennsylvania, 15323:15377, USA",40.0452225,-80.39554519
"Brookfield Township, Pennsylvania",Bucks County,"$14,673 ","Brookfield, Lower Makefield Township, Bucks County, Pennsylvania, USA",40.2523228,-74.88590401
"Tarentum, Pennsylvania",Allegheny County,"$14,671 ","Tarentum, Allegheny County, Pennsylvania, USA",40.6014555,-79.7597709
"Ringgold Township, Pennsylvania",Jefferson County,"$14,669 ","Ringgold Township, Jefferson County, Pennsylvania, USA",41.0026475,-79.16860354
"Factoryville, Pennsylvania",Wyoming County,"$14,660 ","Factoryville, Wyoming County, Pennsylvania, USA",41.5631327,-75.7826932
"Sandy Ridge, Pennsylvania",Centre County,"$14,657 ","Sandy Ridge, Rush township, Centre County, Pennsylvania, 16677, USA",40.8147805,-78.2355696
"Gaskill Township, Pennsylvania",Jefferson County,"$14,649 ","Gaskill Township, Jefferson County, Pennsylvania, USA",40.9404105,-78.85052065
"Porter Township, Clarion County, Pennsylvania",Clarion County,"$14,647 ","Porter Township, Clarion County, Pennsylvania, 16242, USA",41.02685315,-79.38710341
"Stoystown, Pennsylvania",Somerset County,"$14,629 ","Stoystown, Somerset County, Pennsylvania, USA",40.1031365,-78.95407276
"Parker, Pennsylvania",Armstrong County,"$14,627 ","Parker, Armstrong County, Pennsylvania, 16409, USA",41.0958957,-79.6825489
"Plumcreek Township, Pennsylvania",Armstrong County,"$14,624 ","Plumcreek Township, Armstrong County, Pennsylvania, USA",40.72097115,-79.34121691
"East Vandergrift, Pennsylvania",Westmoreland County,"$14,611 ","East Vandergrift, Westmoreland County, Pennsylvania, 15629, USA",40.5981212,-79.5611555
"St. Clair Township, Pennsylvania",Westmoreland County,"$14,611 ","St. Clair Township, Westmoreland County, Pennsylvania, USA",40.36256355,-79.05728871
"Center Township, Greene County, Pennsylvania",Greene County,"$14,610 ","Center Township, Greene County, Pennsylvania, 15359, USA",39.87181995,-80.28733464
"Warminster Heights, Pennsylvania",Bucks County,"$14,610 ","Warminster Heights, Bucks County, Pennsylvania, 18974, USA",40.1860813,-75.0883205
"Clairton, Pennsylvania",Allegheny County,"$14,608 ","Clairton, Allegheny County, Pennsylvania, USA",40.2922938,-79.8817181
"Venango Township, Butler County, Pennsylvania",Butler County,"$14,600 ","Venango Township, Butler County, Pennsylvania, USA",41.1358976,-79.8466989
"Rohrsburg, Pennsylvania",Columbia County,"$14,597 ","Rohrsburg, Columbia County, Pennsylvania, USA",41.1334181,-76.4221661
"Seward, Pennsylvania",Westmoreland County,"$14,585 ","Seward, Westmoreland County, Pennsylvania, USA",40.4142379,-79.0200291
"Greenwood Township, Crawford County, Pennsylvania",Crawford County,"$14,584 ","Greenwood Township, Crawford County, Pennsylvania, USA",41.510781,-80.21806158
"Saltsburg, Pennsylvania",Indiana County,"$14,580 ","Saltsburg, Indiana County, Pennsylvania, USA",40.4864553,-79.4514299
"Plum Township, Pennsylvania",Venango County,"$14,578 ","Plum Township, Venango County, Pennsylvania, USA",41.5769117,-79.81841563
"Dale, Pennsylvania",Cambria County,"$14,570 ","Dale, Cambria County, Pennsylvania, USA",40.3128522,-78.9041914
"West Cameron Township, Pennsylvania",Northumberland County,"$14,563 ","West Cameron, Northumberland County, Pennsylvania, 17881, USA",40.7553627,-76.6394067
"Platea, Pennsylvania",Erie County,"$14,555 ","Platea, Erie County, Pennsylvania, USA",41.9503336,-80.3281195
"New Baltimore, Pennsylvania",Somerset County,"$14,552 ","New Baltimore, Somerset County, Pennsylvania, 15553, USA",39.985914,-78.7727984
"Worthville, Pennsylvania",Jefferson County,"$14,542 ","Worthville, Jefferson County, Pennsylvania, USA",41.0245095,-79.1380925
"Plumville, Pennsylvania",Indiana County,"$14,540 ","Plumville, Indiana County, Pennsylvania, 16246, USA",40.7931201,-79.1805926
"Freedom Township, Blair County, Pennsylvania",Blair County,"$14,539 ","Freedom Township, Blair County, Pennsylvania, 16637, United States of America",40.3700815,-78.46528459
"Berwick, Pennsylvania",Columbia County,"$14,538 ","Berwick, Columbia County, Pennsylvania, 18603, USA",41.0602024,-76.2461259
"Dunkard Township, Pennsylvania",Greene County,"$14,537 ","Dunkard Township, Greene County, Pennsylvania, USA",39.76124185,-79.99079534
"Farrell, Pennsylvania",Mercer County,"$14,532 ","Farrell, Mercer County, Pennsylvania, 16121, USA",41.212279,-80.496737
"Millvale, Pennsylvania",Allegheny County,"$14,526 ","Millvale, Allegheny County, Pennsylvania, USA",40.480069,-79.9783862
"Bratton Township, Pennsylvania",Montgomery County,"$14,516 ","Bratton Drive, Valley Forge Crossing, Lower Providence Township, Montgomery County, Pennsylvania, 19403, USA",40.111536,-75.4241535
"East Wheatfield Township, Pennsylvania",Indiana County,"$14,514 ","East Wheatfield Township, Indiana County, Pennsylvania, USA",40.4354925,-79.00611064
"Athens Township, Crawford County, Pennsylvania",Crawford County,"$14,509 ","Athens Township, Crawford County, Pennsylvania, USA",41.74326775,-79.84230317
"Strattanville, Pennsylvania",Clarion County,"$14,506 ","Strattanville, Clarion County, Pennsylvania, USA",41.2022858,-79.3275426
"Smicksburg, Pennsylvania",Indiana County,"$14,502 ","Smicksburg, Indiana County, Pennsylvania, USA",40.8697871,-79.1708704
"Shanksville, Pennsylvania",Somerset County,"$14,500 ","Shanksville, Somerset County, Pennsylvania, 15560, USA",40.0175017,-78.9071878
"Waymart, Pennsylvania",Wayne County,"$14,498 ","Waymart, Wayne County, Pennsylvania, 18472, USA",41.5803625,-75.4082366
"Wellersburg, Pennsylvania",Somerset County,"$14,495 ","Wellersburg, Somerset County, Pennsylvania, USA",39.7328631,-78.8502988
"Conneaut Township, Crawford County, Pennsylvania",Crawford County,"$14,493 ","Conneaut Township, Crawford County, Pennsylvania, USA",41.7264366,-80.45517248
"Rayburn Township, Pennsylvania",Armstrong County,"$14,490 ","Rayburn Township, Armstrong County, Pennsylvania, USA",40.8415001,-79.48486656
"Noxen Township, Wyoming County, Pennsylvania",Wyoming County,"$14,488 ","Noxen, Wyoming County, Pennsylvania, 18636, USA",41.4214671,-76.0585367
"Warsaw Township, Pennsylvania",Jefferson County,"$14,487 ","Warsaw Township, Jefferson County, Pennsylvania, USA",41.232148,-78.97395707
"Davidson Township, Pennsylvania",Fayette County,"$14,483 ","Davidson, Fayette County, Pennsylvania, 15474, USA",39.7228563,-79.8800571
"McIntyre Township, Pennsylvania",Indiana County,"$14,483 ","McIntyre, Indiana County, Pennsylvania, 25756, USA",40.5697885,-79.2955936
"Georges Township, Pennsylvania",Westmoreland County,"$14,482 ","Georges Station, Westmoreland County, Pennsylvania, 15619, USA",40.3178467,-79.4878169
"Upper Mahantongo Township, Pennsylvania",Schuylkill County,"$14,478 ","Upper Mahantongo Township Offices, 6, Municipal Road, Upper Mahantango Township, Schuylkill County, Pennsylvania, 17941, USA",40.6879445,-76.5905745
"Elkland, Pennsylvania",Tioga County,"$14,470 ","Elkland, Tioga County, Pennsylvania, 16920, USA",41.9861838,-77.3108127
"East Rochester, Pennsylvania",Beaver County,"$14,465 ","East Rochester, Beaver County, Pennsylvania, USA",40.7000662,-80.268117
"Stonycreek Township, Somerset County, Pennsylvania",Somerset County,"$14,463 ","Stonycreek Township, Somerset County, Pennsylvania, USA",40.0121575,-78.89108476
"Southwest Madison Township, Pennsylvania",Armstrong County,"$14,457 ","Madison Township, Armstrong County, Pennsylvania, USA",40.9649382,-79.47006496
"Parker Township, Pennsylvania",Butler County,"$14,434 ","Parker Township, Butler County, Pennsylvania, USA",41.0660202,-79.75859155
"Boggs Township, Armstrong County, Pennsylvania",Armstrong County,"$14,432 ","Boggs Township, Armstrong County, Pennsylvania, 16259, USA",40.88037265,-79.42444995
"Mapleton, Pennsylvania",Huntingdon County,"$14,431 ","Mapleton, Huntingdon County, Pennsylvania, USA",40.3938464,-77.9412224
"Texas Township, Pennsylvania",Wayne County,"$14,429 ","Texas Township, Wayne County, Pennsylvania, 18473, USA",41.5554305,-75.2278423
"California, Pennsylvania",Washington County,"$14,412 ","California, Washington County, Pennsylvania, USA",40.0657724,-79.8918436
"Gulich Township, Pennsylvania",Clearfield County,"$14,405 ","Gulich Township, Clearfield County, Pennsylvania, USA",40.76839455,-78.40138721
"Cranesville, Pennsylvania",Erie County,"$14,403 ","Cranesville, Erie County, Pennsylvania, USA",41.9050557,-80.3436755
"Bart Township, Pennsylvania",Lehigh County,"$14,399 ","Bart Court, Washington Township, Lehigh County, Pennsylvania, 18080, USA",40.7048049,-75.6098011
"Juniata Terrace, Pennsylvania",Mifflin County,"$14,398 ","Juniata Terrace, Mifflin County, Pennsylvania, USA",40.5862354,-77.5789449
"Sykesville, Pennsylvania",Jefferson County,"$14,398 ","Sykesville, Jefferson County, Pennsylvania, 15865, USA",41.0503401,-78.8222537
"West Taylor Township, Pennsylvania",Cambria County,"$14,396 ","West Taylor Township, Cambria County, Pennsylvania, USA",40.368983,-78.9437809
"Mifflintown, Pennsylvania",Juniata County,"$14,394 ","Mifflintown, Juniata County, Pennsylvania, USA",40.5697996,-77.3969339
"Renningers, Pennsylvania",Schuylkill County,"$14,391 ","Renningers, Schuylkill County, Pennsylvania, USA",40.6500907,-76.1482744
"Snyder Township, Blair County, Pennsylvania",Blair County,"$14,389 ","Snyder Township, Blair County, Pennsylvania, 16686, United States of America",40.6904405,-78.28523208
"Eau Claire, Pennsylvania",Butler County,"$14,383 ","Eau Claire, Butler County, Pennsylvania, 16030, USA",41.1361726,-79.7981071
"Toby Township, Pennsylvania",Clarion County,"$14,380 ","Toby Township, Clarion County, Pennsylvania, USA",41.07842305,-79.51439541
"York Springs, Pennsylvania",Adams County,"$14,379 ","York Springs, Adams County, Pennsylvania, USA",40.0089827,-77.1155359
"Branchdale, Pennsylvania",Schuylkill County,"$14,378 ","Branchdale, Reilly Township, Schuylkill County, Pennsylvania, 17923, USA",40.6753095,-76.3213267
"Conemaugh Township, Indiana County, Pennsylvania",Indiana County,"$14,378 ","Conemaugh Township, Indiana County, Pennsylvania, USA",40.5031821,-79.37681502
"Paxtonville, Pennsylvania",Snyder County,"$14,376 ","Paxtonville, Snyder County, Pennsylvania, 17861, USA",40.7703602,-77.0835935
